dataset,function_name,spectral_radius_mean,spectral_radius_std,pearson_mean,pearson_std,CEVD_mean,CEVD_std,dcor_mean,dcor_std,inter_dists_mean,inter_dists_std,intra_dists_mean,intra_dists_std,separability_ratios_mean,separability_ratios_std,silhouette_mean,silhouette_std,davies_bouldin_mean,davies_bouldin_std,calinski_harabasz_mean,calinski_harabasz_std
CatsDogs,anti-oja_fast,0.7700220149848389,0.0174556160654134,0.1869922625783161,0.0073200294930454,43.25,2.165063509461097,0.1913681591078417,0.0067883222390271,0.1719405789431058,0.0288510894632992,0.6722087024387764,0.0420090700344432,0.2543386202880688,0.0265941596914151,0.0264022929671872,0.0050887084498078,5.57077107067647,0.5361766371107626,5.08038505343074,1.0836683018232152
CatsDogs,desp,1.671855718229332,0.0235659683863189,0.2068748039076488,0.0080743908700262,10.75,0.4330127018922193,0.2888885847346581,0.0063956992846105,0.1699555135845494,0.0068901256689565,0.5319297721202287,0.0156473736293128,0.3195709109640554,0.010666896642195,0.0432178637766977,0.0023231068516353,4.381540201403775,0.1444989886256083,7.431953743281879,0.4776602232148796
CatsDogs,hadsp,1.0120626477282948,7.33867072559971e-05,0.4651659804601576,0.0107785186303006,13.0,0.0,0.2914451868880986,0.0001519430204064,0.2153103835543913,0.011086296109262,0.6455345189977942,0.0110861238034799,0.3334627866478257,0.0146635789543436,0.0474410228720241,0.0035566188703036,4.2024754725249265,0.1813956794442937,8.106350510076172,0.7193159481444105
CatsDogs,ip-anti-oja_fast,1.0665616283920345,0.016672763308352,0.1851114498720846,0.0029750518438376,38.5,1.118033988749895,0.1860045109779509,0.0058916806978408,0.0648595036283155,0.0035214338102209,0.2554651496074973,0.0051896165071365,0.2539212215532084,0.0133063141918695,0.0269238482761921,0.0015514442268775,5.544483915806008,0.3079256053994689,5.01357094063603,0.5300649900697417
CatsDogs,ip_correct,0.9315791791377304,0.0105932208147355,0.1970068323978719,0.0233571387846597,68.5,1.118033988749895,0.1931786721734757,0.0082780316032919,0.3801870565706378,0.0935590268234405,1.611387844207163,0.0429503346795561,0.2361356829261512,0.0591974852742795,0.0236552640525411,0.0102855803357919,6.237209460268613,1.2911048434933536,4.49276961037915,2.3663691518366807
CatsDogs,random_ee,0.8200000000000002,6.030054506389723e-16,0.7549072617750443,0.0089791596293408,7.25,0.4330127018922193,0.6873175076150717,0.0075045250928343,0.0738556131811718,0.0017372844655026,0.4928301363929347,0.0029239092198146,0.1498529577184611,0.0030670396293475,0.0155028847534468,0.0013989722604809,9.05540551630322,0.1803726969088314,1.3225332103823702,0.0545976673652905
CatsDogs,random_ei,0.613290048764326,0.0064559029873127,0.1812399476996053,0.0081992514651897,33.0,0.7071067811865476,0.1821230640495962,0.0069524059929452,0.0254296295891198,0.0020672241414233,0.1024766392104864,0.0027183967266031,0.2478830082571441,0.0147850612094283,0.0257958198992917,0.0030132323999874,5.676541447196683,0.3227986249635541,4.779685684061419,0.565962947009057
FSDD,anti-oja_fast,0.9771575724753637,0.01825927563572577,0.20544841664122065,0.060584879505849856,57.75,13.235841491949047,0.18835000422036413,0.05455859207262043,0.18835000422036413,0.05455859207262043,0.04828402416376322,0.014085625431863915,0.22108385517799747,0.05482340295320002,0.21832493037075476,0.02576401998539719,-0.029803745426562438,0.00830890719789747,10.299159083442277,0.6721442168342134
FSDD,desp,2.4467944294511876,0.0009248351011661052,0.3988898075138534,0.017245054616155435,10.5,0.5,0.3034211119639375,0.013561996415150114,0.3034211119639375,0.013561996415150114,0.034238120413057474,0.0007230475201155888,0.0907054356048287,0.005443338088298062,0.37880522555741203,0.02345788794080647,-0.009811325906790064,0.0036914792717775593,7.248998359793408,0.5392292902541107
FSDD,hadsp,0.9671504555023751,0.0012151987836440433,0.3028275049809301,0.004058420690276339,12.0,0.0,0.25832595391089663,0.0008057561939708465,0.25832595391089663,0.0008057561939708465,0.05938356971153599,0.0031934058541022814,0.13877684211084446,0.0057950919252990705,0.427768904644907,0.009450546818535107,0.00030413082098594687,0.0015950206222342085,6.442350373407723,0.11716153119192814
